Timestamp,Universitas/Instansi,Program Studi,Semester,Berapa rentang IPK terakhir Anda?,Berapa rata-rata durasi tidur Anda pada hari kuliah?,Pada jam berapa biasanya Anda tidur di hari kuliah?  ,Seberapa sering Anda merasa tidur Anda cukup untuk mendukung aktivitas akademik?  ,Apakah Anda memiliki kebiasaan begadang karena tugas atau kegiatan lainnya?  ,Apakah Anda memiliki gangguan tidur seperti insomnia atau sleep apnea yang mungkin mempengaruhi kualitas tidur Anda?  ,Seberapa sering anda merasa mengantuk saat mengikuti kegiatan perkuliahan?,"Seberapa besar Anda merasa kualitas tidur mempengaruhi konsentrasi atau daya ingat saat belajar? (Skala 1-5, 1 = Tidak berpengaruh, 5 = Sangat berpengaruh)","Seberapa puas Anda dengan kualitas tidur Anda dalam sepekan terakhir? (Skala 1-5, 1 = Sangat tidak puas, 5 = Sangat puas)"
05/06/2025 0:30:28,UIN WS,Bahasa Inggris,5-6,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,4
05/06/2025 0:31:07,UIN WS,TI,3-4,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,5
05/06/2025 0:31:45,UIN WS,Hukum syariah,5-6,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,3,3
05/06/2025 0:32:13,Unwahas,HI,5-6,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak,Jarang,5,5
05/06/2025 0:32:43,Unwahas,Teknik Kimia,3-4,"3,50 - 4,00",≥ 8 jam,Sebelum pukul 22:00,Selalu,Tidak pernah,Tidak,Tidak pernah,5,5
05/06/2025 0:33:43,UNWAHAS,AKUNTANSi,7-8,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Kadang-kadang,4,4
05/06/2025 0:35:06,Unnes,Matematika,5-6,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,3,4
05/06/2025 0:35:50,Uin suka,Matematika,1-2,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,5,5
05/06/2025 0:36:23,UAD,Biologi,7-8,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,Tidak pernah,Tidak,Jarang,4,4
05/06/2025 0:36:57,Uny,Pjkr,3-4,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Selalu,Tidak pernah,Tidak,Tidak pernah,5,5
05/06/2025 0:37:30,UNY,Gizi,3-4,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak,Jarang,4,5
05/06/2025 0:38:01,UGM,Sastra Inggris,5-6,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,3
05/06/2025 0:38:51,UIN SUKA,Perbankan Syariah,7-8,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Selalu,Tidak pernah,Tidak,Tidak pernah,5,4
05/06/2025 0:39:21,Unwahas,TI,5-6,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,4
05/06/2025 0:40:01, UNISNU,Manajemen,3-4,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak,Jarang,5,5
05/06/2025 0:40:34,UNISNU,TI,5-6,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Selalu,Tidak pernah,Tidak,Tidak pernah,5,5
05/06/2025 0:41:17,UNISNU,Manajemen,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,Tidak pernah,Tidak,Jarang,5,5
05/06/2025 0:42:10,UIN SYARIFHIDAYATULLAH,Ilkom,5-6,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,Tidak pernah,Tidak,Jarang,4,4
05/06/2025 3:34:57,UINSUKA,Pendidikan Bahasa Arab,5-6,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,4
05/06/2025 3:36:24,UIN Sunan Kalijaga,Media dan Komunikasi,5-6,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,5,5
05/06/2025 3:37:19,Uinsuka,Penyiaran Isalam,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,Tidak pernah,Tidak,Jarang,5,5
05/06/2025 3:38:25,Uin Suka,Bimbingan konseling Islam,3-4,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,3
05/06/2025 3:39:12,UINSUKA,Kesejahteraan Sosial,1-2,"3,50 - 4,00",6 - 7 jam,Sebelum pukul 22:00,Sering,Tidak pernah,Tidak,Jarang,5,5
05/06/2025 3:40:00,UIN SUNAN KALIJAGA,Informatika,7-8,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,3
05/06/2025 3:42:00,UAD,Akuntansi,3-4,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,4
05/06/2025 3:42:54,UAD,Bahasa dan Satra Arab,3-4,"3,50 - 4,00",≥ 8 jam,Sebelum pukul 22:00,Selalu,Tidak pernah,Tidak,Tidak pernah,5,5
05/06/2025 3:43:43,UAD,Bimbingan Konseling,1-2,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Selalu,Tidak pernah,Tidak,Tidak pernah,5,5
05/06/2025 3:44:28,UAD,Biologi,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,4
05/06/2025 3:45:25,Univ Ahmad Dahlan,Ekonomi Pembangunan ,5-6,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,3-4 kali per minggu,Tidak,Jarang,4,4
05/06/2025 3:46:05,Uad,Farmasi,1-2,"3,50 - 4,00",≥ 8 jam,Sebelum pukul 22:00,Selalu,Tidak pernah,Tidak,Jarang,4,5
05/06/2025 3:47:15,Unwahas,Agribisnis,3-4,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,3
05/06/2025 3:49:07,Unnes,Sastra Indonesia,7-8,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,4
05/06/2025 3:49:50,Unnes,Kesehatan Masyarakat,1-2,"3,50 - 4,00",≥ 8 jam,Sebelum pukul 22:00,Selalu,Tidak pernah,Tidak,Tidak pernah,5,5
05/06/2025 3:50:29,Unnes,Gizi,3-4,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,5
05/06/2025 3:51:40,Uin Malang,Sastra Arab,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,5,5
05/06/2025 3:54:06,UNBRA,Peternakan,5-6,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,3
05/06/2025 10:19:11,universitas wahid hasyim ,ilmu politik ,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak yakin,Kadang-kadang,4,4
